LastName,Region,Ethnicity,pred_1,pred_1_score,pred_2,pred_2_score
sandy,Sierra Leone,Black,White,0.7,Black,0.2
sandy,Sweden,White,White,0.7,Black,0.2
sandy,Guinea,Black,White,0.7,Black,0.2
sandza,Puerto Rico,Hispanic,White,0.6,Hispanic,0.2
saney,Trinidad,Hispanic,White,0.9,Asian,0.1
sanford,Israel,White,Asian,0.5,White,0.3
sangala,Republic of Congo,Black,Black,0.8,White,0.1
sangaram,Thailand,Asian,White,0.5,Black,0.3
sangare,Mali,Black,Black,0.9,White,0.1
adilbish,Mongolia,Asian,White,0.8,Black,0.1
sangkasuwan,Thailand,Asian,Black,0.9,Asian,0.1
sangnual,Thailand,Asian,Asian,1.0,N/A,-1.0
sangov,Tajikistan,White,White,1.0,N/A,-1.0
sanguinetti,Argentina,Hispanic,White,0.5,Hispanic,0.3
ayutthaya,Thailand,Asian,Asian,1.0,N/A,-1.0
sankar,Trinidad,Hispanic,Asian,0.9,Black,0.1
sankey,Malaysia,Asian,White,0.6,Hispanic,0.2
sankovich,Belarus,White,White,1.0,N/A,-1.0
sankuru,Democratic Republic of the Congo,Black,Asian,0.5,White,0.3
sanli,Sweden,White,White,1.0,N/A,-1.0
anl,Turkey,White,White,0.9,Asian,0.1
sanma,Japan,Asian,Asian,0.7,White,0.3
sanmiya,Japan,Asian,Asian,1.0,N/A,-1.0
sanneh,Gambia,Black,Black,0.9,White,0.1
sannes,Norway,White,White,0.7,Asian,0.2
sannikov,Belarus,White,White,1.0,N/A,-1.0
sannikova,Belarus,White,White,1.0,N/A,-1.0
sano,Japan,Asian,Asian,0.8,White,0.1
sano,Guinea,Black,Asian,0.8,White,0.1
sano,Brazil,Hispanic,Asian,0.8,White,0.1
sanon,Haiti,Hispanic,Black,0.8,White,0.2
sanou,Burkina Faso,Black,Black,0.9,White,0.1
sans,Argentina,Hispanic,Hispanic,0.7,Black,0.1
santaella,Venezuela,Hispanic,Hispanic,0.8,White,0.2
santamaria,Colombia,Hispanic,Hispanic,0.5,White,0.4
santamaria,Nicaragua,Hispanic,Hispanic,0.5,White,0.4
sotomayor,Cuba,Hispanic,Hispanic,1.0,N/A,-1.0
sotomayor,Mexico,Hispanic,Hispanic,1.0,N/A,-1.0
vives,Cuba,Hispanic,Hispanic,0.7,White,0.3
vives,Argentina,Hispanic,Hispanic,0.7,White,0.3
vives,Puerto Rico,Hispanic,Hispanic,0.7,White,0.3
santander,Venezuela,Hispanic,White,0.6,Hispanic,0.4
santander,Mexico,Hispanic,White,0.6,Hispanic,0.4
santanen,Finland,White,White,1.0,N/A,-1.0
antek,Serbia,White,White,0.8,Asian,0.1
santesson,Sweden,White,White,1.0,N/A,-1.0
sntha,Hungary,White,White,1.0,N/A,-1.0
alicea,Puerto Rico,Hispanic,White,0.8,Hispanic,0.1
lynn,Puerto Rico,Hispanic,White,0.7,Hispanic,0.2
santiagos,Chile,Hispanic,Hispanic,0.7,White,0.3
andalon,Mexico,Hispanic,Hispanic,0.6,White,0.2
raygoza,Mexico,Hispanic,Hispanic,0.9,White,0.1
santini,Brazil,Hispanic,Hispanic,0.7,White,0.3
santini,San Marino,White,Hispanic,0.7,White,0.3
baso,Venezuela,Hispanic,Asian,0.9,White,0.1
santisteban,Mexico,Hispanic,Hispanic,1.0,N/A,-1.0
santo,Romania,White,Hispanic,0.5,White,0.5
santo,Portugal,White,Hispanic,0.5,White,0.5
santolini,San Marino,White,Hispanic,0.9,White,0.1
santorinaios,Greece,White,White,1.0,N/A,-1.0
santoro,Argentina,Hispanic,White,0.6,Hispanic,0.3
finals,Cuba,Hispanic,White,0.8,Hispanic,0.1
masas,Ecuador,Hispanic,White,1.0,N/A,-1.0
santoso,Indonesia,Asian,Asian,0.7,White,0.3
santra,India,Asian,White,0.8,Hispanic,0.2
santy,Belgium,White,White,0.8,Black,0.1
sanus,Turkey,White,White,0.8,Hispanic,0.2
sanusi,Indonesia,Asian,Black,0.6,Asian,0.3
saoud,Morocco,White,White,1.0,N/A,-1.0
saoudi,Morocco,White,White,0.9,Hispanic,0.1
sapega,Russia,White,White,1.0,N/A,-1.0
sapkota,Nepal,Asian,Asian,0.9,Hispanic,0.1
sappinen,Finland,White,White,1.0,N/A,-1.0
sappleton,Jamaica,Hispanic,White,0.8,Asian,0.1
sapronov,Russia,White,White,0.7,Asian,0.2
saprykin,Russia,White,White,1.0,N/A,-1.0
saprykina,Ukraine,White,White,1.0,N/A,-1.0
sapundzhiev,Bulgaria,White,White,1.0,N/A,-1.0
sapunov,Kazakhstan,White,White,0.8,Asian,0.1
sapunov,Ukraine,White,White,0.8,Asian,0.1
sapunov,Russia,White,White,0.8,Asian,0.1
saputo,Argentina,Hispanic,Hispanic,0.8,White,0.2
saputra,Indonesia,Asian,Asian,1.0,N/A,-1.0
saqlain,Pakistan,White,Asian,0.5,White,0.4
pai,Ecuador,Hispanic,White,0.4,Asian,0.3
sra,Romania,White,Asian,0.5,White,0.3
sarafyniuk,Ukraine,White,White,1.0,N/A,-1.0
saraga,Croatia,White,White,1.0,N/A,-1.0
saragoza,Curacao,Hispanic,White,0.9,Black,0.1
saraiva,Brazil,Hispanic,Hispanic,0.4,Asian,0.3
saraiva,Portugal,White,Hispanic,0.4,Asian,0.3
sarantos,Greece,White,White,0.5,Asian,0.3
arakin,Estonia,White,White,1.0,N/A,-1.0
sarata,Poland,White,Asian,0.8,White,0.1
sarava,Georgia,White,White,0.6,Asian,0.2
sarayeva,Russia,White,White,1.0,N/A,-1.0
sarbach,Switzerland,White,Hispanic,0.6,Black,0.2
sarby,Sweden,White,White,1.0,N/A,-1.0
sard,Brazil,Hispanic,White,0.5,Asian,0.3
sardar,Pakistan,White,Asian,0.8,White,0.2
sardella,Argentina,Hispanic,Hispanic,0.7,White,0.2
sardinha,Angola,Black,White,0.6,Hispanic,0.4
sardouk,Lebanon,White,White,1.0,N/A,-1.0
are,Turkey,White,White,0.6,Asian,0.2
sare,Turkey,White,Black,0.5,Hispanic,0.3
sarens,Belgium,White,White,0.9,Hispanic,0.1
sarfatti,Argentina,Hispanic,White,0.8,Hispanic,0.1
sargsyan,Armenia,White,White,1.0,N/A,-1.0
sargsyan,Russia,White,White,1.0,N/A,-1.0
sarhan,Qatar,White,White,1.0,N/A,-1.0
saralp,Turkey,White,White,0.9,Hispanic,0.1
ari,Qatar,White,White,0.8,Hispanic,0.1
ari,Croatia,White,White,0.8,Hispanic,0.1
sari,Serbia,White,White,0.5,Asian,0.4
sari,Croatia,White,White,0.5,Asian,0.4
saridakis,Greece,White,White,0.5,Hispanic,0.3
sarkaya,Turkey,White,White,1.0,N/A,-1.0
sarikhani,Iran,White,White,1.0,N/A,-1.0
sariola,Finland,White,White,1.0,N/A,-1.0
sarir,Morocco,White,White,0.9,Asian,0.1
sarkari,India,Asian,White,1.0,N/A,-1.0
sarkisyan,Russia,White,Asian,0.3,Hispanic,0.3
sarlin,Finland,White,White,1.0,N/A,-1.0
bios,Cuba,Hispanic,White,0.8,Hispanic,0.1
sarna,Poland,White,White,1.0,N/A,-1.0
sarnacki,Poland,White,White,0.7,Black,0.3
sarnecki,Poland,White,White,1.0,N/A,-1.0
sarnitz,Austria,White,White,0.9,Hispanic,0.1
sarparanta,Finland,White,White,1.0,N/A,-1.0
sarr,Senegal,Black,Black,0.6,White,0.3
sarr,Gambia,Black,Black,0.6,White,0.3
sarrasin,Switzerland,White,White,0.8,Black,0.1
sarris,Greece,White,White,0.9,Hispanic,0.1
sarsar,Tunisia,White,White,1.0,N/A,-1.0
sarsembayev,Kazakhstan,White,White,1.0,N/A,-1.0
sartee,Liberia,Black,White,0.6,Black,0.2
sarteel,Belgium,White,White,0.9,Black,0.1
sarti,San Marino,White,White,0.5,Hispanic,0.4
sartor,Argentina,Hispanic,White,0.7,Hispanic,0.3
zanno,Argentina,Hispanic,White,0.8,Hispanic,0.2
sarudate,Japan,Asian,Asian,0.5,White,0.3
van,Cambodia,Asian,White,0.6,Hispanic,0.2
sarup,India,Asian,White,0.9,Asian,0.1
sarup,Denmark,White,White,0.9,Asian,0.1
saruwatari,Japan,Asian,Asian,1.0,N/A,-1.0
sarwar,Pakistan,White,White,0.7,Asian,0.3
sarychev,Russia,White,White,1.0,N/A,-1.0
sarycheva,Russia,White,White,1.0,N/A,-1.0
sasa,Japan,Asian,Asian,0.9,Black,0.1
sasage,Japan,Asian,Asian,1.0,N/A,-1.0
sasahara,Japan,Asian,Asian,1.0,N/A,-1.0
sasaki,Japan,Asian,Asian,0.8,Hispanic,0.2
sasakul,Thailand,Asian,Asian,1.0,N/A,-1.0
sasamoto,Japan,Asian,Asian,0.8,Black,0.1
sasano,Japan,Asian,Asian,1.0,N/A,-1.0
sasayama,Japan,Asian,Asian,1.0,N/A,-1.0
sashurin,Belarus,White,White,0.9,Hispanic,0.1
akov,Czech Republic,White,White,0.8,Black,0.2
sass,Russia,White,White,0.8,Asian,0.2
sass,Hungary,White,White,0.8,Asian,0.2
sasser,Marshall Islands,Asian,White,0.5,Asian,0.4
sassetti,Portugal,White,White,0.7,Hispanic,0.2
sassi,Tunisia,White,Hispanic,0.4,Black,0.2
sasson,Israel,White,White,0.8,Hispanic,0.1
sastin,Hungary,White,White,1.0,N/A,-1.0
sastre,Argentina,Hispanic,Hispanic,1.0,N/A,-1.0
sastre,Colombia,Hispanic,Hispanic,1.0,N/A,-1.0
sastre,Puerto Rico,Hispanic,Hispanic,1.0,N/A,-1.0
sata,Japan,Asian,Asian,1.0,N/A,-1.0
satake,Japan,Asian,Asian,1.0,N/A,-1.0
atir,Turkey,White,White,0.8,Asian,0.2
satnoianu,Romania,White,White,0.6,Hispanic,0.2
sato,Japan,Asian,Asian,0.8,Hispanic,0.2
satomi,Japan,Asian,Asian,0.9,White,0.1
stor,Hungary,White,White,1.0,N/A,-1.0
stori,Hungary,White,White,0.7,Hispanic,0.3
satoya,Japan,Asian,Asian,1.0,N/A,-1.0
satozaki,Japan,Asian,White,0.6,Asian,0.3
satrapa,Czech Republic,White,Hispanic,0.9,White,0.1
sats,Russia,White,White,1.0,N/A,-1.0
sattar,India,Asian,Black,0.4,Asian,0.2
sattarov,Uzbekistan,White,White,1.0,N/A,-1.0
satubaldin,Kazakhstan,White,White,0.7,Hispanic,0.3
satyanarayan,India,Asian,Asian,0.9,White,0.1
satyawan,India,Asian,Asian,0.9,Hispanic,0.1
satzinger,Austria,White,White,1.0,N/A,-1.0
birkner,Argentina,Hispanic,White,1.0,N/A,-1.0
saucedo,Argentina,Hispanic,Hispanic,1.0,N/A,-1.0
saue,Estonia,White,White,1.0,N/A,-1.0
sauer,Austria,White,White,0.5,Hispanic,0.3
sauer,Switzerland,White,White,0.5,Hispanic,0.3
saugman,Denmark,White,White,0.9,Hispanic,0.1
saunte,Denmark,White,White,0.8,Hispanic,0.1
sauser,Switzerland,White,White,0.5,Asian,0.2
sauter,Brazil,Hispanic,White,0.8,Asian,0.1
sauter,Austria,White,White,0.8,Asian,0.1
sauthier,Switzerland,White,White,0.8,Hispanic,0.2
sautin,Russia,White,White,1.0,N/A,-1.0
sautkin,Russia,White,White,1.0,N/A,-1.0
sauto,Fiji,Asian,Hispanic,0.8,White,0.2
sauvage,Belgium,White,White,0.8,Hispanic,0.2
sauveur,Belgium,White,White,0.5,Hispanic,0.3
savadogo,Mali,Black,Black,0.8,White,0.2
savage,South Africa,Black,Asian,0.5,Hispanic,0.4
savary,Switzerland,White,White,0.7,Hispanic,0.3
savchenko,Russia,White,White,1.0,N/A,-1.0
savchenko,Ukraine,White,White,1.0,N/A,-1.0
savchuk,Ukraine,White,White,1.0,N/A,-1.0
savchuk,Russia,White,White,1.0,N/A,-1.0
savi,Serbia,White,White,0.5,Hispanic,0.5
savi,Montenegro,White,White,0.5,Hispanic,0.5
savel,Romania,White,White,0.9,Hispanic,0.1
savelkouls,Netherlands,White,White,1.0,N/A,-1.0
savelov,Russia,White,White,1.0,N/A,-1.0
savelyev,Russia,White,White,1.0,N/A,-1.0
savelyeva,Russia,White,White,1.0,N/A,-1.0
savenko,Ukraine,White,White,1.0,N/A,-1.0
savenko,Russia,White,White,1.0,N/A,-1.0
savenkov,Kazakhstan,White,White,1.0,N/A,-1.0
savenkov,Belarus,White,White,1.0,N/A,-1.0
savenkov,Israel,White,White,1.0,N/A,-1.0
savevski,Serbia,White,White,0.7,Hispanic,0.3
savichev,Russia,White,White,1.0,N/A,-1.0
savickas,Lithuania,White,White,0.9,Hispanic,0.1
savidan,New Zealand,Asian,White,0.9,Hispanic,0.1
savilahti,Finland,White,White,1.0,N/A,-1.0
savin,Russia,White,White,0.7,Hispanic,0.2
savin,Romania,White,White,0.7,Hispanic,0.2
savin,Belarus,White,White,0.7,Hispanic,0.2
savin,Kazakhstan,White,White,0.7,Hispanic,0.2
chem,Cambodia,Asian,White,0.8,Black,0.2
savina,Russia,White,White,0.8,Hispanic,0.2
savinkov,Russia,White,White,1.0,N/A,-1.0
savitskaya,Russia,White,White,1.0,N/A,-1.0
savitsky,Russia,White,White,0.9,Asian,0.1
savitsky,Kazakhstan,White,White,0.9,Asian,0.1
savitsky,Belarus,White,White,0.9,Asian,0.1
savkina,Russia,White,White,1.0,N/A,-1.0
savko,Belarus,White,White,1.0,N/A,-1.0
savman,Turkey,White,White,1.0,N/A,-1.0
savnik,Serbia,White,White,1.0,N/A,-1.0
savoie,Switzerland,White,White,0.5,Asian,0.2
savolainen,Finland,White,White,1.0,N/A,-1.0
savolainen,Ukraine,White,White,1.0,N/A,-1.0
carmenate,Cuba,Hispanic,Hispanic,0.9,White,0.1
cotilla,Cuba,Hispanic,Hispanic,0.9,White,0.1
fabr,Cuba,Hispanic,Asian,0.6,White,0.3
savonen,Finland,White,White,1.0,N/A,-1.0
savonnet,Belgium,White,White,0.7,Hispanic,0.2
savostin,Russia,White,White,1.0,N/A,-1.0
savourel,Central African Republic,Black,White,0.7,Hispanic,0.3
savov,Bulgaria,White,White,0.9,Hispanic,0.1
savu,Romania,White,White,0.6,Hispanic,0.2
savvas,Greece,White,White,0.4,Hispanic,0.4
saw,Myanmar,Asian,Asian,0.4,Hispanic,0.3
khy,Malaysia,Asian,Asian,0.4,Black,0.3
sawa,Japan,Asian,Asian,1.0,N/A,-1.0
sawad,Nepal,Asian,White,1.0,N/A,-1.0
sawada,Japan,Asian,Asian,1.0,N/A,-1.0
sawadogo,Burkina Faso,Black,Black,0.9,White,0.1
sawai,Japan,Asian,Asian,1.0,N/A,-1.0
sawaki,Japan,Asian,Asian,1.0,N/A,-1.0
sawalha,Palestine,White,White,0.6,Asian,0.2
sawamatsu,Japan,Asian,Asian,0.5,White,0.4
sawami,Japan,Asian,Asian,0.9,Black,0.1
sawano,Japan,Asian,Asian,1.0,N/A,-1.0
sawant,India,Asian,White,0.6,Hispanic,0.2
sawe,Kenya,Black,Black,0.5,White,0.4
sawrymowicz,Poland,White,White,1.0,N/A,-1.0
sawyerr,Sierra Leone,Black,Black,1.0,N/A,-1.0
sax,Austria,White,White,0.7,Black,0.2
bardier,Uruguay,Hispanic,White,0.7,Hispanic,0.2
saxtorph,Denmark,White,White,1.0,N/A,-1.0
sayadov,Russia,White,White,1.0,N/A,-1.0
saychuk,Russia,White,White,0.8,Hispanic,0.1
saydkhuzhin,Russia,White,White,0.6,Hispanic,0.3
sayedi,Iran,White,White,1.0,N/A,-1.0
sayegh,Lebanon,White,White,0.7,Hispanic,0.2
saygun,Turkey,White,White,0.9,Black,0.1
saykali,Lebanon,White,White,0.9,Black,0.1
sayko,Russia,White,White,1.0,N/A,-1.0
sayutin,Russia,White,White,0.9,Asian,0.1
sayutin,Kazakhstan,White,White,0.9,Asian,0.1
sazanovich,Belarus,White,White,1.0,N/A,-1.0
sazonova,Iceland,White,White,1.0,N/A,-1.0
sazonova,Kazakhstan,White,White,1.0,N/A,-1.0
sb,Norway,White,White,0.8,Black,0.1
slen,Norway,White,White,0.9,Asian,0.1
ster,Norway,White,White,0.8,Hispanic,0.2
ster,Romania,White,White,0.8,Hispanic,0.2
stersdal,Norway,White,White,1.0,N/A,-1.0
sadov,Azerbaijan,White,White,1.0,N/A,-1.0
sba,Tunisia,White,White,0.8,Asian,0.1
sbisa,Switzerland,White,Hispanic,0.8,White,0.2
wade,Argentina,Hispanic,Asian,0.4,White,0.4
wade,Senegal,Black,Asian,0.4,White,0.4
wade,Belize,Hispanic,Asian,0.4,White,0.4
wade,South Africa,Black,Asian,0.4,White,0.4
wade,New Zealand,Asian,Asian,0.4,White,0.4
villavicenio,Uruguay,Hispanic,White,0.6,Hispanic,0.3
scandola,Argentina,Hispanic,White,0.5,Hispanic,0.5
scanlon,Ireland,White,White,0.8,Asian,0.1
ap,Serbia,White,White,0.7,Hispanic,0.2
scarlat,Romania,White,White,0.9,Hispanic,0.1
scarlett,Jamaica,Hispanic,White,0.5,Asian,0.3
falero,Uruguay,Hispanic,Hispanic,0.6,White,0.2
beretta,Uruguay,Hispanic,White,0.8,Asian,0.2
scarone,Argentina,Hispanic,White,0.7,Hispanic,0.3
scarpetta,Paraguay,Hispanic,White,0.5,Hispanic,0.4
scarpini,Brazil,Hispanic,Hispanic,0.6,White,0.3
scarsini,Austria,White,Hispanic,0.9,Asian,0.1
scerri,Malta,White,White,0.7,Asian,0.2
schaad,Switzerland,White,White,1.0,N/A,-1.0
schaap,Netherlands,White,White,0.8,Hispanic,0.2
schaarschmidt,Finland,White,White,0.7,Asian,0.2
schabus,Austria,White,White,0.8,Hispanic,0.2
schachinger,Austria,White,White,1.0,N/A,-1.0
schachl,Austria,White,White,1.0,N/A,-1.0
schachner,Austria,White,White,0.9,Black,0.1
verdugo,Chile,Hispanic,Hispanic,0.8,White,0.2
schad,Dominican Republic,Hispanic,White,0.8,Black,0.1
schaden,Austria,White,White,0.9,Asian,0.1
schaeffer,Luxembourg,White,White,0.5,Asian,0.3
schaerer,Paraguay,Hispanic,White,0.4,Hispanic,0.4
schfer,Switzerland,White,White,0.7,Hispanic,0.3
schfer,Austria,White,White,0.7,Hispanic,0.3
schaffer,Austria,White,White,0.7,Asian,0.1
schffer,Austria,White,White,1.0,N/A,-1.0
schafferer,Austria,White,White,0.8,Black,0.1
schaffter,Switzerland,White,White,0.9,Hispanic,0.1
schafroth,Switzerland,White,White,0.8,Hispanic,0.2
schager,Austria,White,White,1.0,N/A,-1.0
schairer,Austria,White,White,0.7,Hispanic,0.2
schalij,Netherlands,White,White,0.9,Hispanic,0.1
schaller,Hungary,White,White,1.0,N/A,-1.0
schaller,Belgium,White,White,1.0,N/A,-1.0
schammel,Luxembourg,White,White,0.5,Asian,0.3
schandorff,Denmark,White,White,0.9,Asian,0.1
schannong,Denmark,White,White,0.9,Asian,0.1
schans,Netherlands,White,White,0.9,Hispanic,0.1
schaper,New Zealand,Asian,White,1.0,N/A,-1.0
schapers,Netherlands,White,White,0.8,Black,0.1
schr,Switzerland,White,White,0.8,Hispanic,0.1
schr,Netherlands,White,White,0.8,Hispanic,0.1
scharn,Netherlands,White,White,1.0,N/A,-1.0
scharrer,Austria,White,White,0.8,Hispanic,0.2
schartau,Sweden,White,White,0.7,Hispanic,0.2
schattleitner,Austria,White,White,0.9,Asian,0.1
schattschneider,Austria,White,White,1.0,N/A,-1.0
schatzmann,Switzerland,White,White,0.9,Hispanic,0.1
schaub,Switzerland,White,White,0.9,Black,0.1
schaufelberger,Switzerland,White,White,0.8,Hispanic,0.1
schaul,Luxembourg,White,White,0.8,Black,0.2
schaumann,Finland,White,White,0.9,Hispanic,0.1
scheder,Czech Republic,White,White,0.7,Hispanic,0.3
schedl,Austria,White,White,1.0,N/A,-1.0
scheel,Switzerland,White,Hispanic,0.6,White,0.4
scheel,Brazil,Hispanic,Hispanic,0.6,White,0.4
scheepstra,Netherlands,White,White,1.0,N/A,-1.0
scheer,Luxembourg,White,White,0.9,Hispanic,0.1
scheer,Seychelles,White,White,0.9,Hispanic,0.1
scheer,Netherlands,White,White,0.9,Hispanic,0.1
scheere,Belgium,White,White,0.8,Black,0.2
scheffer,Netherlands,White,White,0.8,Asian,0.1
scheffers,Netherlands,White,White,1.0,N/A,-1.0
scheffknecht,Austria,White,White,0.8,Asian,0.1
spamer,Mexico,Hispanic,White,1.0,N/A,-1.0
scheib,New Zealand,Asian,White,1.0,N/A,-1.0
scheiber,Austria,White,White,0.9,Hispanic,0.1
scheibert,Norway,White,White,0.7,Black,0.2
scheidegger,Switzerland,White,White,1.0,N/A,-1.0
scheidemantel,Brazil,Hispanic,White,0.7,Hispanic,0.3
scheidt,Brazil,Hispanic,White,1.0,N/A,-1.0
scheimberg,Brazil,Hispanic,Black,0.8,White,0.2
schein,Austria,White,White,0.5,Hispanic,0.3
scheire,Belgium,White,White,1.0,N/A,-1.0
scheirlinckx,Belgium,White,White,0.8,Hispanic,0.1
scheithauer,Austria,White,White,0.9,Hispanic,0.1
scheitler,Luxembourg,White,White,0.8,Hispanic,0.2
scheiwiller,Switzerland,White,White,0.9,Hispanic,0.1
schejbal,Czech Republic,White,White,1.0,N/A,-1.0
schelbert,Switzerland,White,White,0.5,Asian,0.5
scheler,Sweden,White,White,0.8,Black,0.2
schelin,Sweden,White,White,1.0,N/A,-1.0
schell,Switzerland,White,White,0.7,Hispanic,0.2
schellekens,Netherlands,White,White,1.0,N/A,-1.0
scheller,Switzerland,White,White,0.8,Hispanic,0.1
schelling,Switzerland,White,White,0.8,Asian,0.1
schelling,Netherlands,White,White,0.8,Asian,0.1
schelstraete,Belgium,White,White,1.0,N/A,-1.0
schembri,Malta,White,Hispanic,0.4,White,0.4
schenk,Netherlands,White,White,0.9,Asian,0.1
schenk,Switzerland,White,White,0.9,Asian,0.1
schenk,Czech Republic,White,White,0.9,Asian,0.1
schenk,South Africa,Black,White,0.9,Asian,0.1
schenkel,Switzerland,White,White,0.6,Hispanic,0.2
schenker,Switzerland,White,White,1.0,N/A,-1.0
schenker,Puerto Rico,Hispanic,White,1.0,N/A,-1.0
schenone,Argentina,Hispanic,Hispanic,0.7,White,0.2
schep,Netherlands,White,White,1.0,N/A,-1.0
scheper,Saint Lucia,Hispanic,White,1.0,N/A,-1.0
schepers,Belgium,White,White,1.0,N/A,-1.0
schepers,Netherlands,White,White,1.0,N/A,-1.0
scherer,Switzerland,White,White,0.8,Hispanic,0.2
scherer,Brazil,Hispanic,White,0.8,Hispanic,0.2
eidt,Brazil,Hispanic,White,0.7,Hispanic,0.2
scherfke,Poland,White,White,0.8,Black,0.1
scherhaufer,Austria,White,White,0.6,Hispanic,0.4
scherpenhuijzen,Netherlands,White,White,0.5,Hispanic,0.3
scherpenisse,Belgium,White,White,0.9,Hispanic,0.1
scherrenburg,Netherlands,White,White,0.8,Hispanic,0.1
scherrer,Switzerland,White,White,0.8,Hispanic,0.2
scherbl,Austria,White,White,1.0,N/A,-1.0
schervan,Romania,White,White,0.9,Asian,0.1
scherwin,Denmark,White,White,1.0,N/A,-1.0
scherwitzl,Austria,White,White,1.0,N/A,-1.0
scheuber,Switzerland,White,White,1.0,N/A,-1.0
scheurer,Switzerland,White,White,0.8,Hispanic,0.1
scheurleer,Netherlands,White,White,1.0,N/A,-1.0
scheurmann,Switzerland,White,White,1.0,N/A,-1.0
scheuss,Switzerland,White,White,1.0,N/A,-1.0
scheuter,Netherlands,White,White,0.9,Hispanic,0.1
schiaffino,Argentina,Hispanic,Hispanic,0.7,White,0.3
schiander,Norway,White,White,1.0,N/A,-1.0
schiau,Romania,White,White,1.0,N/A,-1.0
schibbye,Denmark,White,White,0.9,Hispanic,0.1
schiebel,Austria,White,White,0.8,Hispanic,0.1
schiegl,Austria,White,White,0.8,Black,0.1
schiel,Luxembourg,White,White,0.9,Asian,0.1
schielin,Austria,White,White,0.8,Black,0.2
schiemer,Switzerland,White,White,1.0,N/A,-1.0
schierup,Denmark,White,White,1.0,N/A,-1.0
schiess,Switzerland,White,White,0.8,Hispanic,0.2
schiesser,Switzerland,White,White,1.0,N/A,-1.0
schiff,Netherlands,White,White,0.6,Hispanic,0.2
schifferer,Austria,White,White,1.0,N/A,-1.0
schiffner,Austria,White,White,0.8,Hispanic,0.2
schilberg,Austria,White,White,0.9,Hispanic,0.1
schilcher,Austria,White,White,0.9,Black,0.1
schild,Austria,White,White,0.7,Asian,0.2
schild,Switzerland,White,White,0.7,Asian,0.2
schildt,Finland,White,White,0.9,Asian,0.1
schilhab,Austria,White,White,1.0,N/A,-1.0
schilhan,Austria,White,White,0.9,Hispanic,0.1
schillerwein,Hungary,White,White,0.8,Black,0.1
schilter,Switzerland,White,White,0.8,Hispanic,0.1
schiltz,Luxembourg,White,White,0.6,Black,0.2
schimak,Austria,White,White,1.0,N/A,-1.0
schimmel,Netherlands,White,White,0.9,Hispanic,0.1
schimmer,Austria,White,White,0.9,Black,0.1
schindelholz,Switzerland,White,White,0.6,Hispanic,0.2
schindler,Switzerland,White,Hispanic,0.4,White,0.3
schindler,Czech Republic,White,Hispanic,0.4,White,0.3
schindler,Poland,White,Hispanic,0.4,White,0.3
schindler,Austria,White,Hispanic,0.4,White,0.3
schintgen,Luxembourg,White,White,0.9,Black,0.1
schippers,Netherlands,White,White,1.0,N/A,-1.0
schir,Switzerland,White,White,0.6,Black,0.2
schirmer,Norway,White,White,0.5,Hispanic,0.4
schistad,Norway,White,White,1.0,N/A,-1.0
schjelderup,Norway,White,White,1.0,N/A,-1.0
schjetne,Norway,White,White,1.0,N/A,-1.0
schlaepfer,Switzerland,White,Hispanic,0.4,White,0.3
schlagbauer,Austria,White,White,1.0,N/A,-1.0
schlagenhauf,Switzerland,White,White,1.0,N/A,-1.0
schlager,Austria,White,White,0.9,Hispanic,0.1
schlpfer,Switzerland,White,White,1.0,N/A,-1.0
schlatmann,Netherlands,White,White,0.8,Hispanic,0.2
schlecht,Austria,White,White,0.9,Hispanic,0.1
schlechter,Luxembourg,White,White,1.0,N/A,-1.0
schleck,Luxembourg,White,White,0.7,Hispanic,0.2
schleder,Brazil,Hispanic,White,0.9,Hispanic,0.1
schle,Switzerland,White,White,0.7,Black,0.2
schlegel,Chile,Hispanic,White,0.9,Hispanic,0.1
schlegel,Switzerland,White,White,0.9,Hispanic,0.1
schlegel,Denmark,White,White,0.9,Hispanic,0.1
schleicher,Austria,White,White,0.6,Hispanic,0.3
schlesinger,Israel,White,White,0.9,Black,0.1
schlingemann,Netherlands,White,White,1.0,N/A,-1.0
schlittler,Brazil,Hispanic,White,1.0,N/A,-1.0
schlosser,Switzerland,White,White,1.0,N/A,-1.0
schlosser,Austria,White,White,1.0,N/A,-1.0
schlumberger,Switzerland,White,White,0.9,Black,0.1
schlumpf,Switzerland,White,White,1.0,N/A,-1.0
schmaderer,Austria,White,White,1.0,N/A,-1.0
schmal,Austria,White,White,0.8,Hispanic,0.2
schmalz,Switzerland,White,White,0.8,Hispanic,0.2
schmalzer,Austria,White,White,0.6,Hispanic,0.2
schmid,Switzerland,White,White,0.4,Asian,0.3
schmid,Norway,White,White,0.4,Asian,0.3
schmid,Austria,White,White,0.4,Asian,0.3
schmidhauser,Switzerland,White,White,0.9,Hispanic,0.1
schmidheiny,Switzerland,White,White,1.0,N/A,-1.0
schmidhofer,Austria,White,White,0.8,Hispanic,0.2
schmidiger,Switzerland,White,White,1.0,N/A,-1.0
ruke,Mexico,Hispanic,Asian,1.0,N/A,-1.0
schmidtberger,Austria,White,White,1.0,N/A,-1.0
schmied,Switzerland,White,White,0.7,Asian,0.1
schmied,Austria,White,White,0.7,Asian,0.1
schmiedlin,Switzerland,White,White,0.9,Asian,0.1
schmiedt,Hungary,White,White,0.9,Hispanic,0.1
schmirl,Austria,White,White,0.8,Hispanic,0.1
schmit,Luxembourg,White,White,0.9,Hispanic,0.1
